ATUAL		PREVISTO
3375.000000, 5283.602029
1892.000000, 4712.881480
2243.000000, 5390.483601
1358.000000, 5566.928062
2142.000000, 2110.188363
2788.000000, 1926.854250
1207.000000, 2159.325246
3281.000000, 1746.239127
1143.000000, 2477.923340
3230.000000, 1942.449883
2415.000000, 2326.017884
4584.000000, 2461.715779
4165.000000, 2991.648713
1631.000000, 3638.342458
8605.000000, 3067.091737
2610.000000, 5119.358244
4103.000000, 4134.180782
1436.000000, 4438.600598
1384.000000, 4182.374756
2940.000000, 2326.375018
2233.000000, 2444.090454
1168.000000, 1990.727490
1280.000000, 1886.702981
1423.000000, 1836.087287
952.000000, 1469.467375
1701.000000, 1147.850451
Mean Squared Error: 4331080.536612
